"CDSID","ortholog","AssociatedFunction"
"LBRM2904_20.0190 (old tag= LbrM.20.0200)","LmjF.34.0190","Domain of unknown function (DUF1935), putative"
"LBRM2904_20.0200 (old tag= LbrM.20.0210)","LmjF.34.0200","Antimony resistance marker of 58 kDa"
"LBRM2904_20.0210 (old tag= LbrM.20.0220)","LmjF.34.0210","CS domain containing protein, putative"
"LBRM2904_20.0220 (old tag= LbrM.20.0230)","LmjF.34.0220","emp24/gp25L/p24 family/GOLD, putative"
"LBRM2904_20.0230 (old tag= LbrM.20.0240)","LmjF.34.0230","intraflagellar transport protein 81, putative"
"LBRM2904_20.0240 (old tag= LbrM.20.0250)","LmjF.34.0240","hypothetical protein, conserved"
"LBRM2904_20.0250 (old tag= LbrM.20.0260)","LmjF.34.0250","hypothetical protein, conserved"
"LBRM2904_20.0260 (old tag= LbrM.20.0270)","LmjF.34.0260","Dpy-30 motif/Regulatory subunit of type II PKA R-subunit, putative"
"LBRM2904_20.0270 (old tag= LbrM.20.0280)","LmjF.34.0270","Pyridine nucleotide-disulphide oxidoreductase, putative"
"LBRM2904_20.0280 (old tag= LbrM.20.0290)","LmjF.34.0280","calpain-like cysteine peptidase, putative"
"LBRM2904_20.0290 (old tag= LbrM.13.1370)","LmjF.34.0290","Trafficking protein Mon1, putative"
"LBRM2904_20.0300 (old tag= LbrM.13.1360)","LmjF.34.0300","WD domain, G-beta repeat, putative"
"LBRM2904_20.0310 (old tag= LbrM.13.1350)","LmjF.34.0310","tRNA pseudouridine synthase, putative"
"LBRM2904_20.0320 (old tag= LbrM.13.1340)","LmjF.34.0320","hypothetical protein, conserved"
"LBRM2904_20.0330 (old tag= LbrM.08.0670)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.0340 (old tag= LbrM.20.0300)","LmjF.34.0330","deoxyhypusine synthase"
"LBRM2904_20.0350 (old tag= LbrM.20.0310)","LmjF.34.0340","AAA domain (dynein-related subfamily)/ATPase family associated with various cellular activities (AAA)/AAA domain containing protein, putative"
"LBRM2904_20.0360 (old tag= LbrM.20.0320)","LmjF.34.0350","eukaryotic translation initiation factor 5, putative"
"LBRM2904_20.0370 (old tag= LbrM.20.0330)","LmjF.34.0360","DNA-directed RNA polymerase III subunit C1, putative"
"LBRM2904_20.0380 (old tag= LbrM.20.0340)","LmjF.34.0370","Conserved oligomeric complex COG6, putative"
"LBRM2904_20.0390 (old tag= LbrM.20.0350)","LmjF.34.0380","hypothetical protein, conserved"
"LBRM2904_20.0400 (old tag= LbrM.20.0360)","LmjF.34.0390","hypothetical protein, conserved"
"LBRM2904_20.0410 (old tag= LbrM.20.0370)","LmjF.34.0400","hypothetical protein, conserved"
"LBRM2904_20.0420 (old tag= LbrM.20.0380)","LmjF.34.0410","hypothetical protein, conserved"
"LBRM2904_20.0430 (old tag= LbrM.20.0390)","LmjF.34.0420","hypothetical protein, conserved"
"LBRM2904_20.0440 (old tag= LbrM.20.0400)","LmjF.34.0430","hypothetical protein, conserved"
"LBRM2904_20.0450 (old tag= LbrM.20.0410)","LmjF.34.0440","ribosomal protein S25"
"LBRM2904_20.0460 (old tag= LbrM.20.0420)","LmjF.34.0450","hypothetical protein, conserved"
"LBRM2904_20.0470 (old tag= LbrM.20.0430)","LmjF.34.0460","hypothetical protein, conserved"
"LBRM2904_20.0480 (old tag= LbrM.20.0450)","LmjF.34.0470","WD domain, G-beta repeat, putative"
"LBRM2904_20.0490 (old tag= LbrM.20.0460)","LmjF.34.0480","calcium channel protein, putative"
"LBRM2904_20.0500 (old tag= LbrM.20.0470)","LmjF.34.0490","importin beta-1 subunit, putative"
"LBRM2904_20.0510 (old tag= LbrM.20.0480)","-","hypothetical protein"
"LBRM2904_20.0520 (old tag= LbrM.20.0481)","LmjF.34.0495","splicing factor ptsr1 interacting protein, putative"
"LBRM2904_20.0530 (old tag= LbrM.13.1330)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.0540 (old tag= LbrM.08.0660)","LmjF.08.0790","tuzin, putative"
"LBRM2904_20.0550 (old tag= LbrM.13.1330)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.0560 (old tag= LbrM.08.0650)","LmjF.08.0780","tuzin, putative"
"LBRM2904_20.0570 (old tag= LbrM.08.0660)","-","hypothetical protein"
"LBRM2904_20.0580 (old tag= LbrM.08.0670)","-","Amastin surface glycoprotein, putative"
"LBRM2904_20.0590 (old tag= LbrM.13.1320)","LmjF.34.0520","hypothetical protein, conserved"
"LBRM2904_20.0600 (old tag= LbrM.13.1310)","LmjF.34.0530","hypothetical protein, conserved"
"LBRM2904_20.0610 (old tag= LbrM.13.1300)","LmjF.34.0540","Gamma-soluble NSF attachment protein (SNAP-gamma) (N-ethylmaleimide-sensitive factor attachment protein, gamma), putative"
"LBRM2904_20.0620 (old tag= LbrM.13.1290)","LmjF.34.0550","leucine-rich repeat protein, putative"
"LBRM2904_20.0630 (old tag= LbrM.20.0490)","LmjF.34.0560","hypothetical protein, conserved"
"LBRM2904_20.0650 (old tag= -)","-","hypothetical protein"
"LBRM2904_20.0660 (old tag= LbrM.20.0500)","LmjF.34.0570","Translation factor GUF1, mitochondrial, putative"
"LBRM2904_20.0670 (old tag= LbrM.20.0510)","LmjF.34.0580","hypothetical protein, conserved"
"LBRM2904_20.0680 (old tag= LbrM.20.0520)","LmjF.34.0590","nuclear cap binding complex subunit CBP110, putative"
"LBRM2904_20.0690 (old tag= LbrM.20.0530)","LmjF.34.0600","hypothetical protein, conserved"
"LBRM2904_20.0700 (old tag= LbrM.20.0540)","LmjF.34.0610","enoyl-[acyl-carrier-protein] reductase, putative"
"LBRM2904_20.0710 (old tag= -)","-","hypothetical protein"
"LBRM2904_20.0720 (old tag= LbrM.20.0550)","LmjF.34.0620","hypothetical protein, conserved"
"LBRM2904_20.0730 (old tag= LbrM.20.0550)","LmjF.34.0620","hypothetical protein, conserved"
"LBRM2904_20.0740 (old tag= LbrM.20.0560)","LmjF.34.0630","hypothetical protein, conserved"
"LBRM2904_20.0750 (old tag= LbrM.20.0570)","LmjF.34.0640","hypothetical protein, conserved"
"LBRM2904_20.0760 (old tag= LbrM.20.0580)","LmjF.34.0650","proteasome regulatory non-ATPase subunit 11, putative"
"LBRM2904_20.0770 (old tag= LbrM.20.0590)","LmjF.34.0660","hypothetical protein, conserved"
"LBRM2904_20.0780 (old tag= LbrM.20.0600)","LmjF.34.0670","ATP-binding cassette protein subfamily C, member 8, putative"
"LBRM2904_20.0790 (old tag= LbrM.20.0610)","LmjF.34.0680,LmjF.34.0690","flagellar attachment zone protein, putative"
"LBRM2904_20.0810 (old tag= LbrM.20.0620)","LmjF.34.0680,LmjF.34.0690","flagellar attachment zone protein, putative"
"LBRM2904_20.0820 (old tag= LbrM.20.0630)","LmjF.34.0700","Uncharacterized conserved protein (DUF2039), putative"
"LBRM2904_20.0830 (old tag= LbrM.20.0631)","LmjF.34.0705","hypothetical protein, conserved"
"LBRM2904_20.0840 (old tag= LbrM.20.0640)","LmjF.34.0710","hypothetical protein, conserved"
"LBRM2904_20.0850 (old tag= LbrM.20.0650)","LmjF.34.0720","hypothetical protein, conserved"
"LBRM2904_20.0860 (old tag= LbrM.20.0660)","LmjF.34.0730","Stage II sporulation protein E (SpoIIE), putative"
"LBRM2904_20.0870 (old tag= LbrM.20.0670)","LmjF.34.0740","CBF/Mak21 family, putative"
"LBRM2904_20.0880 (old tag= LbrM.20.0680)","LmjF.34.0750","hypothetical protein, conserved"
"LBRM2904_20.0890 (old tag= LbrM.20.0690)","LmjF.34.0760","NADH(P)-binding, putative"
"LBRM2904_20.0900 (old tag= LbrM.20.0700)","LmjF.34.0770","hypothetical protein, conserved"
"LBRM2904_20.0910 (old tag= LbrM.20.0710)","LmjF.34.0780,LmjF.34.0790,LmjF.34.0800,LmjF.34.0810","serine/threonine-protein phosphatase PP1, putative"
"LBRM2904_20.0920 (old tag= LbrM.20.0810)","LmjF.34.0820,LmjF.34.0840","elongation factor 1-beta"
"LBRM2904_20.0930 (old tag= LbrM.20.0760)","LmjF.34.0830","25 Kd elongation factor 1-beta, putative"
"LBRM2904_20.0940 (old tag= LbrM.20.0770)","LmjF.34.0820,LmjF.34.0840","elongation factor 1-beta"
"LBRM2904_20.0950 (old tag= LbrM.20.0820)","LmjF.34.0850","serine/threonine-protein phosphatase PP1, putative"
"LBRM2904_20.0960 (old tag= LbrM.20.0830)","LmjF.34.0860","60S ribosomal protein L13a, putative"
"LBRM2904_20.0970 (old tag= LbrM.20.0840)","LmjF.34.0870","hypothetical protein, conserved"
"LBRM2904_20.0980 (old tag= LbrM.20.0850)","LmjF.34.0880","hypothetical protein, conserved"
"LBRM2904_20.0990 (old tag= LbrM.20.0860)","LmjF.34.0890","DNA-directed RNA polymerase III subunit, putative"
"LBRM2904_20.1000 (old tag= LbrM.20.0870)","LmjF.34.0900","ubiquitin-conjugating enzyme E2, putative"
"LBRM2904_20.1010 (old tag= LbrM.20.0910)","LmjF.34.0910","hypothetical protein, conserved"
"LBRM2904_20.1020 (old tag= LbrM.20.0930)","LmjF.34.0930","hypothetical protein, conserved"
"LBRM2904_20.1030 (old tag= LbrM.20.0940)","LmjF.34.0940","Wee1-like protein kinase, putative"
"LBRM2904_20.1040 (old tag= LbrM.20.2400)","-","hypothetical protein, conserved"
"LBRM2904_20.1050 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1060 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1070 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1080 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1090 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1100 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1110 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1120 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1130 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1140 (old tag= LbrM.08.1060)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1150 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1160 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1170 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1180 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1190 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1200 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1210 (old tag= LbrM.08.0300)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1220 (old tag= LbrM.08.0300)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1230 (old tag= LbrM.08.0310)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1240 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1250 (old tag= LbrM.08.0300)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1260 (old tag= LbrM.08.0300)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1270 (old tag= LbrM.08.0300)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1280 (old tag= LbrM.08.0300)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1290 (old tag= LbrM.20.0800)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1300 (old tag= LbrM.20.4320)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1310 (old tag= LbrM.20.1250)","LmjF.34.1200","hypothetical protein, conserved"
"LBRM2904_20.1320 (old tag= LbrM.20.1230)","LmjF.34.1180","hypothetical protein, conserved"
"LBRM2904_20.1330 (old tag= LbrM.20.1220)","LmjF.34.1175","Enriched in surface-labeled proteome protein 11, putative"
"LBRM2904_20.1350 (old tag= LbrM.20.1210)","LmjF.34.1170","hypothetical protein, conserved"
"LBRM2904_20.1360 (old tag= -)","-","hypothetical protein"
"LBRM2904_20.1370 (old tag= LbrM.20.1200)","LmjF.34.1160","hypothetical protein, conserved"
"LBRM2904_20.1380 (old tag= LbrM.20.1190)","LmjF.34.1155","Uncharacterised ACR, YggU family COG1872, putative"
"LBRM2904_20.1390 (old tag= LbrM.20.1180)","LmjF.34.1150","hypothetical protein, conserved"
"LBRM2904_20.1400 (old tag= LbrM.20.1150)","LmjF.34.1120","Calponin homology (CH) domain/Domain of Unknown Function (DUF1042)/CAMSAP CH domain containing protein, putative"
"LBRM2904_20.1410 (old tag= LbrM.20.1140)","LmjF.34.1110","Shwachman-Bodian-Diamond syndrome (SBDS) protein/SBDS protein C-terminal domain containing protein, putative"
"LBRM2904_20.1420 (old tag= LbrM.20.1130)","LmjF.34.1100","hypothetical protein, conserved"
"LBRM2904_20.1430 (old tag= LbrM.20.1120)","LmjF.34.1090","dihydroxyacetonephosphate acyltransferase"
"LBRM2904_20.1440 (old tag= LbrM.20.1040)","LmjF.34.1070","Lipase (class 3), putative"
"LBRM2904_20.1450 (old tag= -)","-","tRNA"
"LBRM2904_20.1460 (old tag= -)","-","tRNA"
"LBRM2904_20.1470 (old tag= -)","-","tRNA"
"LBRM2904_20.1480 (old tag= -)","-","tRNA"
"LBRM2904_20.1490 (old tag= -)","-","tRNA"
"LBRM2904_20.1500 (old tag= LbrM.20.1030)","LmjF.34.1060","mitochondrial ATP-dependent zinc metallopeptidase, putative"
"LBRM2904_20.1510 (old tag= LbrM.20.1020)","LmjF.34.1050","SET domain/TPR repeat/Tetratricopeptide repeat, putative"
"LBRM2904_20.1520 (old tag= LbrM.20.1000)","LmjF.34.1030","EF hand/EF-hand domain pair, putative"
"LBRM2904_20.1530 (old tag= LbrM.20.0970)","LmjF.34.1000","myosin IB heavy chain, putative"
"LBRM2904_20.1540 (old tag= LbrM.20.0960)","LmjF.34.0980","amastin-like protein"
"LBRM2904_20.1550 (old tag= LbrM.18.0470)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1560 (old tag= LbrM.18.0470)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1570 (old tag= LbrM.18.0470)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1580 (old tag= LbrM.18.0470)","LmjF.34.1560,LmjF.34.1580,LmjF.34.1600,LmjF.34.1620,LmjF.34.1640,LmjF.34.1660,LmjF.34.1680,LmjF.34.1700,LmjF.34.1720,LmjF.34.1740,LmjF.34.1760,LmjF.34.1780,LmjF.34.1800,LmjF.34.1820,LmjF.34.1860,LmjF.34.1880,LmjF.34.1900,LmjF.34.1920,LmjF.34.1940,LmjF.34.","amastin-like surface protein, putative"
"LBRM2904_20.1590 (old tag= LbrM.20.0950)","-","Amastin surface glycoprotein, putative"
"LBRM2904_20.1600 (old tag= LbrM.20.2400)","-","hypothetical protein, conserved"
