"CDSID","ortholog","AssociatedFunction"
"LDHU3_19.0160","LmjF.19.0160","metallo-peptidase Clan MG Family M24"
"LDHU3_19.0170","LmjF.19.0170","hypothetical protein conserved"
"LDHU3_19.0180","LmjF.19.0180","mitogen-activated protein kinase 9 putative"
"LDHU3_19.0190","LmjF.19.0190","Multiprotein-bridging factor 1 putative"
"LDHU3_19.0210","LmjF.19.0200","ADPATP carrier protein 1 mitochondrial precursor putative"
"LDHU3_19.0230","LmjF.19.0210","ADPATP carrier protein 1 mitochondrial precursor putative"
"LDHU3_19.0240","LmjF.19.0220","polyprenyl synthase putative"
"LDHU3_19.0260","LmjF.19.0230","Complex 1 protein (LYR family)/Complex1 LYR-like putative"
"LDHU3_19.0270","LmjF.19.0240","GNL3L/Grn1 putative GTPase putative"
"LDHU3_19.0280","LmjF.19.0250","UvrB/uvrC motif containing protein putative"
"LDHU3_19.0290","LmjF.19.0260","C-inal motor kinesin putative"
"LDHU3_19.0300","LmjF.19.0270","hypothetical protein conserved"
"LDHU3_19.0310","LmjF.19.0280","Sarcalumenin putative"
"LDHU3_19.0320","LmjF.19.0290","hypothetical protein conserved"
"LDHU3_19.0330","LmjF.19.0300","RNA binding protein putative"
"LDHU3_19.0350","LMJLV39, 190008100,LMJSD75, 190007900","hypothetical protein"
"LDHU3_19.0360","LmjF.19.0310","membrane protein putative"
"LDHU3_19.0370","LmjF.19.0320","intraflagellar transport protein 52 putative"
"LDHU3_19.0380","LmjF.19.0330","intraflagellar transport protein 80 putative"
"LDHU3_19.0390","LmjF.19.0340","hypothetical protein conserved"
"LDHU3_19.0400","LmjF.19.0350","lipoic acid synthetase mitochondrial precursor putative"
"LDHU3_19.0410","LmjF.19.0360","protein kinase putative"
"LDHU3_19.0420","LmjF.19.0370","hypothetical protein conserved"
"LDHU3_19.0430","LmjF.19.0380","WD domain G-beta repeat putative"
"LDHU3_19.0440","LmjF.19.0390","40S ribosomal protein S13 putative"
"LDHU3_19.0450","LmjF.19.0400","Vesicle-trafficking protein SEC22 putative"
"LDHU3_19.0460","LmjF.19.0410","Proteasome maturation factor UMP1 putative"
"LDHU3_19.0470","LmjF.19.0420","DNA-directed RNA polymerase III subunit C11 putative"
"LDHU3_19.0480","LmjF.19.0430","hypothetical protein conserved"
"LDHU3_19.0490","LmjF.19.0440","nucleosome assembly protein putative"
"LDHU3_19.0500","LmjF.19.0450","hypothetical protein conserved"
"LDHU3_19.0510","LmjF.19.0460","Predicted coiled-coil domain-containing protein (DUF2360) putative"
"LDHU3_19.0520","LmjF.19.0470","nuclear cap binding complex subunit CBP30 putative"
"LDHU3_19.0530","LmjF.19.0480","hypothetical protein conserved"
"LDHU3_19.0540","LmjF.19.0490","hypothetical protein conserved"
"LDHU3_19.0550","LmjF.19.0500","hypothetical protein conserved"
"LDHU3_19.0570","LmjF.19.0510","hypothetical protein conserved"
"LDHU3_19.0580","LmjF.19.0520","hypothetical protein conserved"
"LDHU3_19.0590","LmjF.19.0530","hypothetical protein conserved"
"LDHU3_19.0600","LmjF.19.0550","metallo- peptidase Clan MG Family M24"
"LDHU3_19.0610","LmjF.19.0560","hypothetical protein conserved"
"LDHU3_19.0620","LmjF.19.0540","hypothetical protein conserved"
"LDHU3_19.0630","LmjF.19.0570","hypothetical protein conserved"
"LDHU3_19.0640","LmjF.19.0580","Tubulin binding cofactor C putative"
"LDHU3_19.0650","LmjF.19.0590","protein kinase putative"
"LDHU3_19.0670","LmjF.19.0600","hypothetical protein conserved"
"LDHU3_19.0690","LmjF.19.0610","hypothetical protein conserved"
"LDHU3_19.0700","LmjF.19.0620","hypothetical protein conserved"
"LDHU3_19.0710","LmjF.19.0630","histone H3 variant putative"
"LDHU3_19.0720","LmjF.19.0640","extracellular receptor putative"
"LDHU3_19.0730","LmjF.19.0650","hypothetical protein conserved"
"LDHU3_19.0740","LmjF.19.0660","DNA-directed RNA polymerases I and III subunit RPAC1 putative"
"LDHU3_19.0750","LmjF.19.0670","U3 snoRNA-associated protein UTP11 putative"
"LDHU3_19.0760","LmjF.19.0680","kinesin putative"
"LDHU3_19.0770","LmjF.19.0690","kinesin putative"
"LDHU3_19.0780","LmjF.19.0700","kinesin putative"
"LDHU3_19.0790","LmjF.19.0710","glycosomal malate dehydrogenase"
"LDHU3_19.0800","LmjF.19.0720","hypothetical protein conserved"
"LDHU3_19.0810","LmjF.19.0730","Methyltransferase domain containing protein putative"
"LDHU3_19.0820","LmjF.19.0740","Vacuolar protein sorting protein 36 Vps36/EAP30/Vps36 family putative"
"LDHU3_19.0830","LmjF.19.0750","hypothetical protein conserved"
"LDHU3_19.0840","LmjF.19.0760","transporter putative"
"LDHU3_19.0850","LmjF.19.0770","SNARE protein putative"
"LDHU3_19.0860","LmjF.19.0780","hypothetical protein conserved"
"LDHU3_19.0870","LmjF.19.0790","signal recognition particle protein putative"
"LDHU3_19.0880","LmjF.19.0800","ABC transport system ATP-binding protein putative"
"LDHU3_19.0890","LmjF.19.0810","vps53-like domain protein"
"LDHU3_19.0900","LmjF.19.0820","ATG8/AUT7/APG8/PAZ2 putative"
"LDHU3_19.0910","LmjF.19.0860","ATG8/AUT7/APG8/PAZ2 putative"
"LDHU3_19.0920","LmjF.19.0880","ATG8/AUT7/APG8/PAZ2 putative"
"LDHU3_19.0930","LmjF.19.0870","ATG8/AUT7/APG8/PAZ2 putative"
"LDHU3_19.0940","LmjF.19.0900","ATG8/AUT7/APG8/PAZ2 putative"
"LDHU3_19.0950","LmjF.19.0900","ATG8/AUT7/APG8/PAZ2 putative"
"LDHU3_19.0960","LmjF.19.0900","ATG8/AUT7/APG8/PAZ2 putative"
"LDHU3_19.0970","LmjF.19.0900","ATG8/AUT7/APG8/PAZ2 putative"
"LDHU3_19.0980","LmjF.19.0900","ATG8/AUT7/APG8/PAZ2 putative"
"LDHU3_19.0990","LmjF.19.0900","ATG8/AUT7/APG8/PAZ2 putative"
"LDHU3_19.1000","LmjF.19.0910","ATG8/AUT7/APG8/PAZ2 putative"
"LDHU3_19.1030","LmjF.19.0820","ATG8/AUT7/APG8/PAZ2 putative"
"LDHU3_19.1050","LmjF.19.0900","ATG8/AUT7/APG8/PAZ2 putative"
"LDHU3_19.1060","LmjF.19.0910","ATG8/AUT7/APG8/PAZ2 putative"
"LDHU3_19.1070","LmjF.19.0920","pteridine transporter (truncated) putative"
"LDHU3_19.1080","LmjF.19.0930","hypothetical protein conserved"
"LDHU3_19.1090","LmjF.19.0940","CAP-Gly domain containing protein putative"
"LDHU3_19.1100","LmjF.19.0950","hypothetical protein conserved"
"LDHU3_19.1110","LmjF.19.0960","dynein light chain putative"
"LDHU3_19.1120","LmjF.19.0970","peptidyl-prolyl cis-trans isomerase macrophage infectivity potentiator precursor putative"
"LDHU3_19.1140","LmjF.19.0980","FYVE zinc finger containing protein putative"
"LDHU3_19.1170","LmjF.19.0985","4-coumarate:coa ligase-like protein"
"LDHU3_19.1180","LmjF.19.0995","4-coumarate:coa ligase-like protein"
"LDHU3_19.1200","LmjF.19.1005","4-coumarate:coa ligase-like protein"
"LDHU3_19.1220","LmjF.19.1010","WD domain G-beta repeat putative"
"LDHU3_19.1230","LmjF.19.1020","tRNA pseudouridine synthase A-like protein"
"LDHU3_19.1240","LmjF.19.1030","hypothetical protein conserved"
"LDHU3_19.1250","LmjF.19.1040","phenylalanyl-tRNA synthetase putative"
"LDHU3_19.1260","LmjF.19.1050","hypothetical protein conserved"
"LDHU3_19.1270","LmjF.19.1060","hypothetical protein conserved"
"LDHU3_19.1290","LmjF.19.1070","Diacylglycerol kinase catalytic domain containing protein putative"
"LDHU3_19.1300","LmjF.19.1080","hypothetical protein conserved"
"LDHU3_19.1310","-","hypothetical protein conserved"
"LDHU3_19.1320","LmjF.19.1100","hypothetical protein conserved"
"LDHU3_19.1330","LmjF.19.1110","mitochondrial carrier protein putative"
"LDHU3_19.1340","LmjF.19.1120","proteasome regulatory non-ATP-ase subunit 9 putative"
"LDHU3_19.1360","LmjF.19.1130","Ankyrin repeats (3 copies)/Ankyrin repeat putative"
"LDHU3_19.1370","LmjF.19.1140","hypothetical protein conserved"
"LDHU3_19.1380","LmjF.19.1150","hypothetical protein conserved"
"LDHU3_19.1390","LmjF.19.1160","hypothetical protein conserved"
"LDHU3_19.1400","LmjF.19.1170","hypothetical protein conserved"
"LDHU3_19.1410","LmjF.19.1180","hypothetical protein conserved"
"LDHU3_19.1420","LmjF.19.1190","CHCH domain containing protein putative"
"LDHU3_19.1430","LmjF.19.1200","actin-related protein 2 putative"
"LDHU3_19.1440","LmjF.19.1210","Fcf1 putative"
"LDHU3_19.1450","LmjF.19.1220","hypothetical protein conserved"
"LDHU3_19.1470","LmjF.19.1230","hypothetical protein conserved"
"LDHU3_19.1490","LmjF.19.1240","hypothetical protein conserved"
"LDHU3_19.1500","LmjF.19.1250","peroxin 12 putative"
"LDHU3_19.1510","LmjF.19.1260","hypothetical protein conserved"
"LDHU3_19.1520","LmjF.19.1270","RNA binding protein putative"
"LDHU3_19.1530","LmjF.19.1280","SPFH domain / Band 7 family putative"
"LDHU3_19.1540","LmjF.19.1290","SPFH domain / Band 7 family putative"
"LDHU3_19.1560","LmjF.19.1300","Protein kinase domain containing protein putative"
"LDHU3_19.1570","LmjF.19.1310","hypothetical protein conserved"
"LDHU3_19.1580","LmjF.19.1315","hypothetical protein conserved"
"LDHU3_19.1590","LmjF.19.1320","glycerol uptake protein putative"
"LDHU3_19.1600","LmjF.19.1320","glycerol uptake protein putative"
"LDHU3_19.1620","LmjF.19.1330","glycerol uptake protein putative"
"LDHU3_19.1630","LmjF.19.1340","glycerol uptake protein putative"
"LDHU3_19.1640","LmjF.19.1345","glycerol uptake protein putative"
"LDHU3_19.1650","LmjF.19.1347","membrane-bound O-acyltransferase putative"
"LDHU3_19.1670","LmjF.19.1350","phosphatidic acid phosphatase protein-like protein"
"LDHU3_19.1680","LmjF.19.1360","hypothetical protein conserved"
"LDHU3_19.1690","LmjF.19.1365","hypothetical protein conserved"
"LDHU3_19.1700","LmjF.19.1370","hypothetical protein conserved"
"LDHU3_19.1720","LmjF.19.1380","cation transporter putative"
"LDHU3_19.1730","LmjF.19.1390","transcription initiation factor-like protein (TFIID-like protein)"
"LDHU3_19.1740","LmjF.19.1400","Tetratricopeptide repeat putative"
"LDHU3_19.1760","LmjF.19.1410","Cid1 family poly A polymerase putative"
"LDHU3_19.1770","LmjF.19.1420","cysteine peptidase A (CPA)"
"LDHU3_19.1790","LmjF.19.1430","pre-RNA processing PIH1/Nop17 putative"
"LDHU3_19.1800","LmjF.19.1440","mitogen activated protein kinase 4 putative"
"LDHU3_19.1810","LmjF.19.1450","oxidoreductase-like protein"
"LDHU3_19.1830","LmjF.19.1460","hypothetical protein conserved"
"LDHU3_19.1840","LmjF.19.1470","protein kinase putative"
"LDHU3_19.1850","LmjF.19.1480","eukaryotic translation initiation factor-like protein"
"LDHU3_19.1870","LmjF.19.1490","Triose-phosphate Transporter family putative"
"LDHU3_19.1880","LmjF.19.1520","hypothetical protein conserved"
"LDHU3_19.1890","LmjF.19.1530","FK506-binding protein (FKBP)-type peptidyl-prolyl isomerase putative"
"LDHU3_19.1910","LmjF.19.1540","choline/Carnitine o-acyltransferase-like protein"
"LDHU3_19.1920","LmjF.19.1550","WD domain G-beta repeat putative"
"LDHU3_19.1930","LmjF.19.1560","'inosine-5''-monophosphate dehydrogenase'"
"LDHU3_19.1940","LmjF.19.1570","ELMO/CED-12 family putative"
"LDHU3_19.1950","LmjF.19.1580","hypothetical protein conserved"
"LDHU3_19.1960","LmjF.19.1590","ATP-dependent zinc metallopeptidase putative"
"LDHU3_19.1970","LmjF.19.1600","SRP19 protein putative"
"LDHU3_19.1980","LmjF.19.1610","protein kinase putative"
"LDHU3_19.1990","LmjF.19.1620","potassium voltage-gated channel putative"
"LDHU3_19.2000","LmjF.19.1630","ATG8/AUT7/APG8/PAZ2 putative"
"LDHU3_19.2020","LmjF.19.1640","adenylate cyclase regulatory protein-like protein"
"LDHU3_19.2050","LmjF.05.1225","hypothetical protein conserved"
"LDHU3_20.0020","LmjF.20.0010","DNA-directed RNA polymerase II subunit 2 putative"
"LDHU3_20.0030","LmjF.20.0020","WD domain G-beta repeat putative"
"LDHU3_20.0040","LmjF.20.0030","histone-lysine N-methyltransferase putative"
"LDHU3_20.0050","LmjF.10.0030, LmjF.10.1300","phosphate-Repressible Phosphate Permease-like protein"
"LDHU3_20.0060","LmjF.20.0040","hypothetical protein conserved"
"LDHU3_20.0070","LmjF.20.0050","anti-silencing protein asf 1-like protein"
"LDHU3_20.0080","LmjF.20.0060","DNA repair protein BRCA2 putative"
"LDHU3_20.0090","LmjF.20.0070","hypothetical protein conserved"
"LDHU3_20.0100","LmjF.20.0080","hypothetical protein conserved"
"LDHU3_20.0110","LmjF.20.0090","Ion channel/Calcium-activated BK potassium channel alpha subunit putative"
"LDHU3_20.0120","LmjF.20.0100","phosphoglycerate kinase C glycosomal"
"LDHU3_20.0130","LmjF.20.0110","phosphoglycerate kinase C glycosomal"
"LDHU3_20.0150","LmjF.20.0120","NADH-ubiquinone oxidoreductase complex I subunit putative"
"LDHU3_20.0160","LmjF.20.0130","phosphatidylinositol-4-phosphate 5-kinase related"
"LDHU3_20.0170","LmjF.20.0140","hypothetical protein conserved"
"LDHU3_20.0180","LmjF.20.0150","Domain of unknown function (DUF1736) putative"
"LDHU3_20.0190","LmjF.20.0160","wd40 repeat domain-containing protein"
"LDHU3_20.0200","LmjF.20.0170","leucine-rich repeat-containing protein"
"LDHU3_20.0210","LmjF.20.0180","hypothetical protein conserved"
"LDHU3_20.0220","LmjF.20.0190","hypothetical protein conserved"
"LDHU3_20.0230","LmjF.20.0200","hypothetical protein conserved"
"LDHU3_20.0240","LmjF.20.0210","kelch domain-containing protein"
"LDHU3_20.0260","LmjF.20.0220","hypothetical protein conserved"
"LDHU3_20.0270","LmjF.20.0230","transmembrane protein putative"
"LDHU3_20.0280","LmjF.20.0240","transmembrane protein putative"
"LDHU3_20.0290","LmjF.20.0250","deoxyhypusine synthase putative"
"LDHU3_20.0300","LmjF.20.0260","Midasin putative"
"LDHU3_20.0320","LmjF.20.0265","hypothetical protein conserved"
"LDHU3_20.0330","LmjF.20.0270","Enkuring domain-containig protein"
"LDHU3_20.0340","LmjF.20.0280","developmentally regulated phosphoprotein-like protein"
"LDHU3_20.0360","LmjF.20.0290","E3 ubiquitin-protein ligase KCMF1 putative"
"LDHU3_20.0370","LmjF.20.0300","leucine-rich repeat-containing protein"
"LDHU3_20.0390","LmjF.20.0310","hypothetical protein conserved"
"LDHU3_20.0400","LmjF.20.0320","Leucine Rich repeat/Leucine rich repeat/Leucine Rich Repeat/Leucine Rich repeats (2 copies) putative"
"LDHU3_20.0410","LmjF.20.0330","hypothetical protein conserved"
"LDHU3_20.0420","LmjF.20.0340","hypothetical protein conserved"
"LDHU3_20.0440","LmjF.20.0346","ESCO acetyltransferase domain-containing protein"
"LDHU3_20.0460","LmjF.20.0350","Sugar (and other) transporter/Major Facilitator Superfamily putative"
"LDHU3_20.0470","LmjF.20.0355","hypothetical protein"
"LDHU3_20.0490","LmjF.20.0360","Protein of unknown function (DUF2946) putative"
"LDHU3_20.0500","LmjF.20.0370","Metallo-dependent phosphatase-like domain-containing protein"
"LDHU3_20.0520","LmjF.20.0375","Metallo-dependent phosphatase-like domain-containing protein"
"LDHU3_20.0530","LmjF.20.0380","NUDIX domain containing protein putative"
"LDHU3_20.0540","LmjF.20.0390","Cell cycle checkpoint protein RAD1-like putative"
"LDHU3_20.0550","LmjF.20.0400","TFIIH basal transcription factor subunit putative"
"LDHU3_20.0570","LmjF.20.0410","conserved protein unknown function"
"LDHU3_20.0580","LmjF.20.0420","ribosomal RNA-processing protein 8 putative"
"LDHU3_20.0590","LmjF.20.0430","glycerol-3-phosphate dehydrogenase-like protein"
"LDHU3_20.0600","LmjF.20.0440","AIG2-like family putative"
"LDHU3_20.0620","LmjF.20.0450","hypothetical protein conserved"
"LDHU3_20.0630","LmjF.20.0460","Transmembrane protein 231 putative"
"LDHU3_20.0640","LmjF.20.0470","zeta tubulin putative"
"LDHU3_20.0650","LmjF.20.0480","kinetoplast ribosomal PPR-repeat containing protein 3 putative"
"LDHU3_20.0660","LmjF.20.0490","DNA-directed RNA polymerase 2 RPB12 subunit putative"
"LDHU3_20.0680","LmjF.20.0500","hypothetical protein conserved"
"LDHU3_20.0700","LmjF.20.0510","SSU ribosomal protein mitochondrial putative"
"LDHU3_20.0710","LmjF.20.0520","MORN repeat putative"
"LDHU3_20.0720","LmjF.20.0530","conserved protein unknown function"
"LDHU3_20.0730","LmjF.20.0540","RWD domain-containing protein"
"LDHU3_20.0740","LmjF.20.0550","chaperone protein DNAJ-like protein"
"LDHU3_20.0750","LmjF.20.0560","cytidine triphosphate synthase putative"
"LDHU3_20.0780","LmjF.20.0570","hypothetical protein conserved"
"LDHU3_20.0790","LmjF.20.0580","MORN repeat putative"
"LDHU3_20.0800","LmjF.20.0590","hypothetical protein conserved"
"LDHU3_20.0810","LmjF.20.0600","hypothetical protein conserved"
"LDHU3_20.0820","LmjF.20.0620","Quinonprotein alcohol dehydrogenase-like protein putative"
"LDHU3_20.0830","LmjF.20.0630","hypothetical protein conserved"
"LDHU3_20.0840","LmjF.20.0640","kinesin heavy chain putative"
"LDHU3_20.0850","LmjF.20.0650","rRNA biogenesis protein-like protein"
"LDHU3_20.0860","LmjF.20.0660","serine/threonine protein phosphatase 2A regulatory subunit putative"
"LDHU3_20.0880","LmjF.20.0670","hypothetical protein conserved"
"LDHU3_20.0890","LmjF.20.0680","Protein of unknown function (DUF775) putative"
"LDHU3_20.0900","LmjF.20.0690","hypothetical protein conserved"
"LDHU3_20.0930","LmjF.20.0700","conserved protein unknown function"
"LDHU3_20.0940","LmjF.20.0705","conserved protein unknown function"
"LDHU3_20.0970","LmjF.20.0770","protein kinase putative"
"LDHU3_20.0980","LmjF.20.0780","Tubulin/FtsZ family putative"
"LDHU3_20.0990","LmjF.20.0790","tubulin-tyrosine ligase putative"
"LDHU3_20.1000","LmjF.20.0800","hypothetical protein conserved"
"LDHU3_20.1030","LmjF.20.0810","vesicular-fusion protein nsf putative"
"LDHU3_20.1040","LmjF.20.0820","hypothetical protein conserved"
"LDHU3_20.1050","LmjF.20.0830","phosphopantetheinyl transferase-like protein"
"LDHU3_20.1060","LmjF.20.0840","cytochrome c oxidase assembly factor putative"
"LDHU3_20.1070","LmjF.20.0850","pseudouridine synthase TruD putative"
"LDHU3_20.1080","LmjF.20.0860","hypothetical protein conserved"
"LDHU3_20.1090","LmjF.20.0870","ATP-dependent RNA helicase putative"
"LDHU3_20.1100","LmjF.20.0880","transcription elongation factor 1 homolog"
"LDHU3_20.1110","LmjF.20.0890","Transcription elongation factor 1 domain-containing protein"
"LDHU3_20.1120","LmjF.20.0900","RNA editing endoribonuclease"
"LDHU3_20.1130","LmjF.20.0910","hypothetical protein conserved"
"LDHU3_20.1140","LmjF.20.0920","AATF protein putative"
"LDHU3_20.1150","LmjF.20.0930","transmembrane protein conserved"
"LDHU3_20.1160","LmjF.20.0940","cyclophilin 15 putative"
"LDHU3_20.1170","LmjF.20.0950","conserved protein unknown function"
"LDHU3_20.1200","LmjF.20.0960","protein kinase putative"
"LDHU3_20.1210","LmjF.20.0970","12-Dihydroxy-3-keto-5-methylthiopentene dioxygenase putative"
"LDHU3_20.1220","LmjF.20.0980","hypothetical protein conserved"
"LDHU3_20.1230","LmjF.20.0990","hypothetical protein conserved"
"LDHU3_20.1250","LmjF.20.1000","hypothetical protein conserved"
"LDHU3_20.1260","LmjF.20.1010","glutaredoxin putative"
"LDHU3_20.1270","LmjF.20.1020","hypothetical protein conserved"
"LDHU3_20.1290","LmjF.20.1030","hypothetical protein conserved"
"LDHU3_20.1310","LmjF.20.1040","hypothetical protein conserved"
"LDHU3_20.1320","LmjF.20.1050","hypothetical protein conserved"
"LDHU3_20.1330","LmjF.24.0360","UDP-galactose transporter putative"
"LDHU3_20.1340","LmjF.20.1060","hypothetical protein conserved"
"LDHU3_20.1350","LmjF.20.1070","hypothetical protein conserved"
"LDHU3_20.1360","LmjF.20.1080","WD40 repeat-containing protein"
"LDHU3_20.1370","LmjF.20.1090","hypothetical protein conserved"
"LDHU3_20.1380","LmjF.20.1100","MORN repeat-containing protein"
"LDHU3_20.1390","LmjF.20.1110","hypothetical protein conserved"
"LDHU3_20.1410","LmjF.20.1120","phosphatidylinositol 3-kinase putative"
"LDHU3_20.1420","LmjF.20.1130","DNAj-like protein"
"LDHU3_20.1430","LmjF.20.1140","Protein transport protein yif1 putative"
"LDHU3_20.1440","LmjF.20.1150","Pre-mRNA-splicing factor 38 putative"
"LDHU3_20.1450","LmjF.20.1160","hypothetical protein conserved"
"LDHU3_20.1510","LmjF.20.1180","cysteine peptidase Clan CA family C2 putative"
"LDHU3_20.1520","LmjF.20.1185","cysteine peptidase Clan CA family C2 putative"
"LDHU3_20.1530","LmjF.20.1185","cysteine peptidase Clan CA family C2 putative"
"LDHU3_20.1540","LmjF.20.1190","cysteine peptidase Clan CA family C2 putative"
"LDHU3_20.1550","LmjF.20.1200","calpain-like cysteine peptidase putative"
"LDHU3_20.1560","LmjF.20.1210","calpain-like cysteine peptidase putative"
"LDHU3_20.1570","LmjF.20.1220","calpain-like cysteine peptidase Clan CA family C2"
